"cjis_code","statue_code","code_type","literal","toc","summary_code","hierarchy"
55044,"1714",HS,"FRAUDULENT REPRESENTATION:CANCE",F,25,66500
23073,"1733",IC,"THEFT OF FUNDS BY BROKER/AGENT",F,9,51400
26288,"1764",BP,"FALSE USE OF DENTAL ASSISTANT/ETC L",M,60,147890
49040,"1768.7",WI,"ESCAPE YOUTH AUTHORITY (AMENDED",M,63,122600
49054,"1768.7 (A)",WI,"ATTEMPT ESCAPE/ESCAPE FROM YOUTH",F,22,65500
49055,"1768.7 (A)",WI,"ATTEMPT ESCAPE/ESCAPE FROM YOUTH",F,22,13100
49079,"1768.7 (B)",WI,"ATTEMPT/ESCAPE/ETC CYA W/O FORCE",F,22,61715
49071,"1768.7 (B)",WI,"ATTEMPT ESCAPE/ETC FROM YOUTH AU",F,22,13100
13128,"1768.8 (B)",WI,"ASSAULT/BATTERY ON NON-PRISONER W",F,6,22520
13153,"1768.8 (B)",WI,"ASSAULT ON NON-PRISONER WITH GRE",F,6,11415
13196,"1768.85 (A)",WI,"BATTERY BY GASSING OF PO/INSTIT/INV",M,30,102700
13197,"1768.85 (A)",WI,"BATTERY BY GASSING OF PO/INSTIT/INV",F,6,15600
31121,"1778",LC,"REC/ETC PORTION OF WAGES FROM WO",F,9,25715
31197,"1789.37 (G)(2)",CI,"CHECK CASH BUS NO PERM:PR",M,60,176920
31271,"1800 (A)",IC,"OPERATE WITHOUT BAIL LICENSE",F,25,68010
26299,"1800.7",IC,"FURNISH/ETC BAIL BOND FOR PAID/ETC",F,25,68010
26301,"1800.75",IC,"ADVERTISE AS BAIL BOND BUSINESS W/",F,25,68012
48097,"1808.4 (D)",VC,"DISCLOSE DMV RECORDS:PO/ETC HOME",F,6,40620
50160,"1808.45",VC,"UNAUTHORIZED DISCLOSURE OF DMV I",M,74,101130
50175,"1822.57",CP,"WILLFULLY REFUSE WARRANT ISSUED IN",M,60,141000
31099,"1823",FC,"TRANSMISSION OF MONEY ABROAD VIO",F,9,46130
26243,"1871.1",IC,"FALSE/FRAUDULENT INSURANCE CLAIM",F,9,14715
26233,"1871.1 (A)",IC,"FALSE/FRAUD INSURANCE CLAIM (REPE",F,9,14715
26244,"1871.1 (A)(1)",IC,"PRESENT/ETC FALSE/ETC CLAIM PAY UN",F,9,14715
26236,"1871.1 (A)(3)",IC,"CAUSE/ETC VEH COLLISION TO PRESENT",F,9,14715
26265,"1871.1 (A)(5)",IC,"PREPARE/ETC WRITTEN SUPPORT OF FA",F,9,14715
26261,"1871.1 (A)(6)",IC,"ASSIST/ETC W/FALSE/ETC CLAIMS/ETC:I",F,9,14715
26322,"1871.4 (A)",IC,"FALSE/ETC WORKERS COMPENSATION I",F,9,14715
26625,"1871.4 (A)(1)",IC,"MAKE/ETC FALSE/ETC WORKERS COMP",M,32,91720
26323,"1871.4 (A)(1)",IC,"MAKE/ETC FALSE/ETC WORKERS COMP",F,9,14715
26302,"1871.4 (A)(2)",IC,"PRESENT/ETC FALSE/ETC DOCUMENTAT",F,9,14715
26384,"1871.4 (A)(3)",IC,"ABET/ETC IN UNLAWFUL INSURANCE CL",M,32,91720
26381,"1871.4 (A)(3)",IC,"ASSIST/ETC IN UNLAWFUL INSURANCE C",F,9,14715
31125,"1871.4 (A)(4)",IC,"FALSELY DISCOURAGE WORKER FROM C",F,9,14715
21020,"1916.3 (B)",CI,"LOAN SHARKING",F,25,4050
21021,"1916.3 (B)",CI,"LOAN SHARKING",M,60,93200
62013,"2000",FG,"UNLAWFULLY TAKE BIRD/ANIMAL/FISH/",M,60,168100
62025,"2001",FG,"POSSESS/ETC WILDLIFE OUT OF SEASON",M,60,168100
62192,"2001 (A)",FG,"POSSESS/TAKE WILDLIFE ILLEGALLY NOT",M,60,168100
62006,"2002",FG,"POSSESS CREATURE UNLAWFULLY TAKE",M,60,168100
62008,"2005",FG,"USE ARTIFICIAL LIGHT/ETC WHILE HUNT",M,60,168100
62007,"2006",FG,"POSSESS LOADED RIFLE/SHOTGUN IN AN",M,60,168100
62022,"2010",FG,"USE/POSSESS UNLAWFUL SHOTGUN FO",M,60,168100
62049,"2012",FG,"FAIL TO SHOW GAME LICENSE/ETC:OFFI",M,60,168100
62019,"2016",FG,"ILLEGAL HUNT/SHOOT/ETC ON POSTED",M,60,168100
62136,"2017",FG,"UNLAWFUL HUNT ON PRIVATE PROPERT",M,60,168100
49068,"2042",PC,"MINOR ATTEMPT ESCAPE/ESCAPE DEUE",F,22,64700
49007,"2042",PC,"ESCAPE:CALIFORNIA VOCATIONAL INSTI",F,22,64700
26157,"2052",BP,"PRACTICE/ETC MEDICINE W/O CERTIFIC",M,60,145800
26576,"2052 (A)",BP,"PRACTICE MEDICINE/ETC WITHOUT CER",M,60,99700
26577,"2052 (A)",BP,"PRACTICE MEDICINE/ETC WITHOUT CER",F,25,67600
55086,"2053",BP,"PRACTICE/ETC MEDICINE/ETC W/O CERT",F,25,67600
26297,"2054",BP,"ADVERTISE AS DOCTOR/ETC W/O VALID",M,60,147892
26060,"2101",UI,"FALSE STATEMENT/ETC REGARDING AID",M,32,106300
26196,"2101",UI,"FALSE STATEMENT/ETC REGARDING BEN",F,9,56000
26197,"2101 (A)",UI,"FALSE STATEMENT/ETC REGARDING BEN",F,9,56000
26136,"2101 (A)",UI,"FALSE STATEMENT/ETC REGARDING AID",M,32,106300
26226,"2101 (A)(1)",UI,"FALSE STATEMENT/ETC REGARDING BEN",F,9,56000
26127,"2102",UI,"UNEMPLOYMENT INSURANCE FRAUD O",M,32,106500
26198,"2102",UI,"UNEMPLOYMENT INSURANCE FRAUD O",F,9,56100
26284,"2102 (A)",UI,"FALSE RPT/ETC TO GAIN/ETC UNEMPLO",F,9,56100
31101,"2106",UI,"FAILURE TO FURNISH REQUIRED REPORT",F,25,73410
26061,"2107",UI,"WITHHOLD INFORMATION TO OBTAIN A",M,32,106400
26199,"2107",UI,"WITHHOLD INFORMATION TO OBTAIN B",F,9,56200
31102,"2108",UI,"FAIL/ETC TO PAY CONTRIBUTIONS DUE",F,9,56315
31107,"2109",UI,"EXEC OFF/ETC OF CORPS/ETC FAIL TO R",F,9,56316
26145,"2110",UI,"FAIL TO PAY DEDUCTIONS WITHHELD (A",M,32,106700
26208,"2110",UI,"FAIL TO PAY DEDUCTIONS WITHHELD",F,9,55700
26209,"2110.5",UI,"FAIL TO WITHHOLD DEDUCTIONS",F,9,55800
26146,"2110.5",UI,"FAIL TO WITHHOLD DEDUCTIONS (AMEN",M,32,106800
26207,"2114",UI,"REPORT/ETC OF FICTITIOUS EMPLOYER/",F,9,56300
26167,"2116",UI,"FALSE CERTIFICATION OF MEDICAL CON",F,9,52100
26364,"2116 (A)",UI,"FALSE CERTIFICATION OF MEDICAL CON",F,9,52100
26593,"2116 (B)",UI,"FRAUDULENT STATEMENT FOR DISABILI",F,9,52100
26368,"2117",UI,"FAIL TO FILE RETURN/ETC",M,32,92101
26211,"2117.5",UI,"FALSE/FRAUDULENT/UNFILED TAX RETU",F,25,73300
26337,"2117.5",UI,"FALSE/FRAUDULENT/UNFILED TAX RETU",F,25,73300
62010,"2118",FG,"IMPORT/ETC SPECIFIED WILD ANIMALS",M,60,168100
26349,"2118",UI,"FAILURE TO WITHHOLD/PAY TAXES",M,32,92100
62036,"2118 (B)",FG,"IMPORT/ETC MAMMALS W/O PERMIT",M,60,168100
26212,"2118.5",UI,"FAIL TO COLLECT/ACCOUNT FOR/PAY TA",F,25,73400
26273,"2121",UI,"AID/ETC IN THE PREPARATION/ETC OF F",F,9,56318
55078,"2141",BP,"PRACTICE MEDICINE/ETC W/O CERTIFIC",M,60,145900
55082,"2141.5",BP,"UNLAWFUL PRACTICE W/O CERTIFICATE",F,25,67600
35245,"2241",BP,"FURNISH/ETC DRUGS/ETC TO ADDICT",M,36,82600
35313,"2242.1 (A)",BP,"PRESCRIBE DANGEROUS DRUGS/DEVICE",M,36,85420
26377,"2255 (B)",CC,"ALTER/ETC CORPORATION BOOKS/ETC W",F,9,52105
44054,"2261",VC,"IMPERSONATE CHP OFFICER",I,60,176100
62180,"2300 (A)",FG,"UNLAWFUL POSSESS CAULERPA",M,60,168100
62027,"2353",FG,"IMPORT/ETC WILDLIFE DECLARATION R",M,60,168100
62026,"2353 (A)",FG,"IMPORT/ETC WILDLIFE INTO STATE WIT",M,60,168100
54118,"2416 (C)",VC,"VIOLATE EMERGENCY VEHICLE PERMIT",M,74,173300
54621,"2470",VC,"TRANSPORT INEDIBLE KITCHEN GREASE",M,60,99300
54622,"2474",VC,"STEAL/CONTAMINATE/DAMAGE/ETC IN",M,60,99300
62042,"2536 (A)",FG,"ACT/ETC AS FISH AND GAME GUIDE WIT",M,60,168100
31285,"2556",BP,"UNLAW ADVERTISE/SERVICE/OPTOMET",M,60,88600
31147,"2586",BP,"DIETITIAN PROVIDE IMPROPER TREATM",M,60,147894
56012,"2652",PC,"ILLEGAL PUNISHMENT OF PRISONERS",M,30,103100
56013,"2653",PC,"WILLFUL INHUMANITY TO PRISONERS (R",M,30,173700
56014,"2654",PC,"TREAT INSANE PRISONER CRUELLY (REP",M,30,103200
26141,"2762 (E)",BP,"FALSIFY/ETC NARCOTIC/DANGEROUS DR",M,36,89000
48020,"2772",PC,"INTERFERE WITH WORK OR DISCIPLINE:",M,60,161600
48042,"2772",PC,"INTERFERE WITH WORK OR DISCIPLINE:",F,25,33800
48075,"2772",PC,"INTERFERE WITH/FURNISH DRUGS/WEA",F,25,33800
48076,"2790",PC,"INTERFERE WITH/FURNISH DRUGS/WEA",F,25,33900
48032,"2790",PC,"INTERFERE WITH WORK OR DISCIPLINE",F,25,33900
48021,"2790",PC,"INTERFERE WITH WORK OR DISCIPLINE:",M,60,161700
55083,"2795",BP,"PROFESSIONAL PRACTICE VIOLATION (A",M,60,88600
55183,"2795 (A)",BP,"PRACTICE NURSING W/O A VALID LICEN",M,60,88600
55165,"2795 (B)",BP,"USE NURSING PRACTICE TITLE/ETC W/O",M,60,88600
55084,"2796",BP,"PROFESSIONAL PRACTICE VIOLATION",M,60,88500
48104,"2800",VC,"FAIL TO OBEY PEACE OFFICER:LAWFUL O",M,74,172900
48135,"2800 (A)",VC,"FAIL TO OBEY PEACE OFFICER:LAWFUL O",M,74,162000
48102,"2800.1 (A)",VC,"EVADING PEACE OFFICER",M,74,89500
48144,"2800.1 (B)",VC,"OPERATE MOTOR VEHICLE W/INTENT EV",M,74,89500
48083,"2800.2",VC,"EVADE PEACE OFFICER W/WANTON DIS",F,25,63300
48074,"2800.2",VC,"EVADE P.O.:CAUSING INJURY/DEATH (R",F,25,63300
48101,"2800.2 (A)",VC,"EVADE PEACE OFFICER WITH WANTON",F,25,63300
48128,"2800.2 (A)",VC,"DISREGARD SAFETY:EVADE POLICE",M,74,81600
48081,"2800.3",VC,"EVADING P.O.:CAUSING SERIOUS BODIL",F,25,22600
48139,"2800.4",VC,"EVADING A PEACE OFFICER:WRONG WA",F,25,63300
48140,"2800.4",VC,"EVADING A PEACE OFFICER:WRONG WA",M,74,81600
48105,"2801",VC,"FAIL TO OBEY FIRE DEPARTMENT PERSO",M,74,173200
54119,"2803 (A)",VC,"VIOLATION OF LOAD/PERMIT REGULATI",M,74,173300
31174,"2812",PC,"ILLEGAL SALE/ETC OF PRISON MANUFAC",M,60,154100
54120,"2813",VC,"FAIL TO STOP FOR COMMERCIAL VEHICL",M,74,173300
54381,"2815",VC,"FAIL TO OBEY SCHOOL CROSSING GUAR",I,74,173300
54569,"2818",VC,"TRAVERSE AN ELECTRONIC BEACON/CO",I,74,173300
54329,"2818",VC,"CROSS/FLARE CONE PATTERN VIOLATIO",I,74,173300
35238,"2878.5 (A)",BP,"LICENSED PERSON USE/FURNISH/ETC CO",M,36,89100
44042,"2885",BP,"IMPERSONATE LICENSED VOCATIONAL N",M,60,88900
55080,"2903",BP,"LICENSE VIOLATION:PRACTICE PSYCHOL",M,60,147900
55081,"2913",BP,"PSYCHOLOGICAL ASSISTANT VIOLATION",M,60,148000
26616,"2945.4 (A)",CI,"FORECLOSURE FRAUD",M,32,91720
26544,"2945.4 (A)",CI,"FORECLOSURE FRAUD",F,9,49500
31201,"2945.4 (G)",CI,"FORECLOSER INDUCE/ETC CONTRACT",F,9,49500
31202,"2945.4 (G)",CI,"FORECLOSER INDUCE/ETC CONTRACT",M,32,92500
62100,"3000",FG,"HUNTING GIRD/GAME MAMMAL AT NIG",M,60,168100
62182,"3001",FG,"HUNTING WHILE INTOXICATED",M,60,168100
62038,"3002",FG,"SHOOT BIRD/MAMMAL FROM VEHICLE/",M,60,168100
49041,"3002",WI,"ESCAPE:NARCOTIC COMMITMENT",F,22,32515
36293,"3003.6",PC,"SEX OFFENDER REG WORK/VOLUNTR LI",M,60,109500
62011,"3004",FG,"DISCHARGE DEADLY WEAPON/HUNT NE",M,60,168100
62068,"3005.5",FG,"CAPTURE/POSSESS SPECIFIC WILDLIFE",M,60,168100
62034,"3007",FG,"TAKE BIRD/ETC WITHOUT LICENSE/ETC",M,60,168100
09050,"3009",FG,"KILL/INJURE WHILE HUNTING",F,25,70000
36292,"3010.10 (A)",PC,"SEX REGISTRANT REMOVE/DISABLE GPS",M,67,168700
62021,"3039",FG,"UNLAWFUL SALE/ETC OF BIRD/ETC TAK",M,60,168100
62046,"3039 (A)",FG,"UNLAWFUL SALE/ETC OF CA BIRD/ETC T",M,60,168100
31208,"3040",BP,"PRACTICE OPTOMETRY W/O REGISTRAT",M,60,99700
50075,"3056",PC,"VIOLATION PAROLE:FELONY",F,28,178200
50123,"3056",PC,"VIOLATION PAROLE:MISDEMEANOR",M,67,178400
26567,"3070 (B)",CI,"OBTAIN POSS OF VEH/ETC:FRAUD/ETC",M,32,174515
62028,"3081",FG,"POSSESS DEER MEAT/ETC OUT OF SEASO",M,60,168100
62029,"3081 (A)",FG,"POSSESS DEER/ETC OUT OF SEASON",M,60,168100
62030,"3081 (B)",FG,"POSSESS UNMARKED DEER/ETC MEAT",M,60,168100
62158,"3087 (A)(1)",FG,"TAXIDERMIST:FAIL TO KEEP COMPLETE",M,60,168100
26550,"3126",BP,"PROVIDE FALSE DATA FOR OPTOMETRY",M,60,88600
55094,"3198",HS,"REFUSE INFO/EXPOSE/ETC PERSON TO V",M,60,154500
31140,"3215",LC,"BUSINESS OFFER/ETC REFUND/ETC FOR",F,9,55620
55109,"3350",HS,"REFUSE/ETC TO COMPLY WITH QUARAN",M,60,145600
55098,"3351",HS,"FAIL TO COMPLY WITH ISOLATION/EXAM",M,60,145700
26278,"3352",FC,"BANK EMP/ETC OMIT/ETC ACCOUNT EN",F,9,25915
55186,"3353",HS,"WILLFUL EXPOSURE TO CONTAGIOUS/E",M,60,145600
41057,"3356",HS,"POSSESS LIQUOR IN TUBERCULOSIS HOS",M,44,140710
27052,"3361",FC,"BANK OFFICER/ETC MISAPPLY BANK ASS",F,9,25912
62103,"3503.5",FG,"BIRD O PREY/EGGS/ETC:TAKE/DESTROY",M,60,101150
62044,"3504",FG,"SELL/ETC DOMESTICALLY RAISED GAME",M,60,168100
62096,"3511",FG,"TAKE PROTECTED BIRD/ETC W/O PERM",M,60,101010
27055,"3531",FC,"MISAPPLICATION/ETC OF CORPORATE A",F,9,17000
31237,"3550 (A)",LC,"EMPLOYER FAIL TO POST NOTICE OF INS",M,60,168200
54067,"3571",PU,"HIGHWAY CONTRACT CARRIER OPERATE",M,60,170700
62193,"3682 (A)",FG,"TAKE UPLAND BIRD SPECIES WITHOUT V",M,60,168100
62150,"3700 (A)",FG,"FAIL TO POSSESS STATE DUCK STAMP",M,60,168100
31059,"3700.5",LC,"FAILURE TO SECURE PAYMENT OF COM",M,60,168200
31061,"3710.2",LC,"FAIL TO OBSERVE ISSUED AND SERVED S",M,60,171500
31060,"3713",LC,"EMPLOYER FAIL TO POST INSURANCE NO",M,60,168200
54066,"3775",PU,"HIGHWAY CARRIER OPERATE W/O PERM",M,60,170500
62115,"3800",FG,"TAKE NONGAME BIRD:WITH EXCEPTION",M,60,168100
62063,"3801",FG,"TAKE/POSSESS NONGAME BIRD DURING",M,60,168100
62031,"3801.6",FG,"POSSESS SKIN/ETC OF NONGAME BIRD",M,60,168100
54099,"4000 (A)",VC,"NO REGISTRATION:VEHICLE/TRAILER/ET",I,74,173300
54359,"4000.1",VC,"REGISTRATION/ETC:SMOG CERTS VIOL",I,74,173300
54412,"4000.2",VC,"OUT OF STATE VEHICLE WITHOUT REGIS",I,74,173300
54473,"4000.4 (A)",VC,"UNREGISTERED CALIFORNIA BASED VEH",I,74,173300
54172,"4004 (A)",VC,"FOREIGN COMMERCIAL VEHICLE OPERA",I,74,173300
49031,"4011.7",PC,"ESCAPE:HOSPITALIZED PRISONER",F,22,61700
49058,"4011.7",PC,"HOSPITALIZED PRISONER:ESCAPE W/VIO",F,22,61700
49009,"4011.7",PC,"HOSPITALIZED PRISONER:ESCAPE",M,63,94900
50088,"4024.2 (B)",PC,"FAILURE TO REPORT FOR WORK RELEAS",M,59,167190
50095,"4024.2 (C)",PC,"FAILURE TO REPORT FOR WORK RELEAS",M,59,167190
57036,"4030 (N)",PC,"BODY CAVITY/ETC SEARCH VIOLATION",M,60,168200
35311,"4050",BP,"UNLAWFUL MFG/ETC PRESCRIPTION DR",M,36,84700
35355,"4051",BP,"UNREGISTERD MANUFACTURE/ETC PRE",M,36,84700
35361,"4059 (A)",BP,"FURNISH DANGEROUS DRUG/DEVICE W",M,36,85410
35363,"4060",BP,"POSSESS CONTROLLED SUBSTANCES WI",M,35,85415
35396,"4060",BP,"POSSESS CONTROLLED SUBSTANCES WI",F,14,58000
35362,"4063",BP,"UNAUTHORIZED REFILL/ETC DANGEROU",M,60,85422
35416,"4077 (A)",BP,"DANGEROUS DRUG WITHOUT LABEL ON",M,36,85415
31238,"4110 (A)",BP,"UNLICENSED PHARMACY",M,60,85420
13056,"4131.5",PC,"BATTERY ON NONINMATE BY JAIL INMA",F,6,38400
50179,"4139",WI,"DELIVER PROHIBITED ITEMS TO PATIENT",M,60,151800
35271,"4140",BP,"SELL HYPODERMIC NEEDLE/SYRINGE W/",M,36,85100
35358,"4140",BP,"POSSESS HYPODERMIC NEEDLE/SYRING",M,36,85300
35356,"4141",BP,"UNLICENSED SELL/ETC HYPODERMIC NE",M,36,85100
35357,"4142",BP,"SELL HYPODERMIC NEEDLE/SYRINGE W",M,36,85200
35217,"4143",BP,"POSSESS HYPODERMIC NEEDLE/SYRING",M,36,118000
35261,"4143",BP,"SALE OF HYPODERMIC NEEDLE/SYRINGE",M,36,85200
35015,"4143 (A)",BP,"POSSESS HYPODERMIC NEEDLE/SYRING",M,36,118000
35016,"4144",BP,"MISUSE OF NEEDLE/SYRINGE (REPEALED",M,36,91200
35017,"4145",BP,"SALE OF NEEDLE/SYRINGE (REPEALED)",M,36,117800
35018,"4146",BP,"OBTAIN NEEDLE/SYRINGE BY FRAUD (RE",M,36,118100
55282,"4148",BP,"CONFISCATE NEEDLE/SYRINGE OUTSIDE",M,36,85300
35251,"4149",BP,"POSSESS HYPODERMIC NEEDLE/SYRING",M,36,85300
35379,"4149",BP,"UNLIC NONRESIDENT DISTRIBUTOR OF N",M,36,85300
35262,"4150",BP,"OBTAIN HYPODERMIC NEEDLE/SYRINGE",M,36,85400
35252,"4151",BP,"MISUSE OF NEEDLE/SYRINGE (REPEALED",M,36,91200
54206,"4152.5",VC,"FAIL TO REGISTER FOREIGN VEHICLE IN",I,74,173300
54207,"4159",VC,"FAIL TO NOTIFY DMV OF ADDRESS CHAN",I,74,173300
54323,"4160",VC,"FAIL TO CHANGE ADDRESS ON REGISTRA",I,74,173300
35381,"4163",BP,"MFG/ETC FURNISH DANGEROUS DRUG/",M,36,85420
35019,"4211",BP,"DANGEROUS DRUGS (REPEALED)",M,36,84590
35020,"4227",BP,"FURNISH DANGEROUS DRUG W/O PRES",M,36,85410
35148,"4227 (A)",BP,"FURNISH DANGEROUS DRUG/ETC W/O",M,36,85410
35308,"4229",BP,"UNAUTHORIZED REFILL/ETC OF DANG D",M,60,85422
35021,"4230",BP,"POSSESS DANGEROUS DRUG W/O PRES",M,35,85415
35268,"4232",BP,"FAIL TO MAINTAIN/ETC DANGEROUS DR",M,36,84600
35022,"4233",BP,"HYPNOTIC DRUG VIOLATION (REPEALED",M,36,118600
35220,"4234",BP,"DANGEROUS DRUG VIOLATION:USE MIN",F,15,31400
35023,"4234",BP,"MINOR FURNISH DANGEROUS DRUGS T",F,15,31400
35024,"4235",BP,"DANGEROUS DRUG VIOLATION (REPEAL",M,36,118500
35025,"4237",BP,"FORGED PRESCRIPTION (REPEALED)",M,36,118700
53071,"4301",FA,"SCALPING",M,60,167600
62037,"4304",FG,"WASTE/ETC GAME MAMMAL/ETC FLESH",M,60,168100
26398,"4322",BP,"SECURE PHARMACY REGISTRATION BY F",M,60,171635
35369,"4323",BP,"FALSE REPRESENTATION AS DOCTOR/ET",M,36,91400
35389,"4324 (A)",BP,"FORGE/ETC PRESCRIPTION",M,36,91400
35366,"4324 (A)",BP,"FORGE/ETC PRESCRIPTIONS",F,15,58800
35368,"4324 (B)",BP,"SECURE DRUGS BY FORGED PRESCRIPTIO",F,15,58800
35388,"4324 (B)",BP,"SECURE DRUGS BY FORGED PRESCRIPTIO",M,36,91400
35367,"4325 (A)",BP,"POSSESS/COPY/ETC UNAUTHORIZED PR",M,36,84710
35359,"4326 (A)",BP,"OBTAIN HYPODERMIC NEEDLE/SYRINGE",M,36,85400
35360,"4326 (B)",BP,"MISUSE OF HYPODERMIC NEEDLE/SYRIN",M,36,91200
31209,"4327",BP,"SELL/DISPENSE/ETC DRUGS WHILE UND",M,60,85420
26399,"4329",BP,"MANAGE/ETC PHARMACY/DISPENSE PR",M,60,85420
62059,"4330",FG,"TAKE DEER WITHOUT A LICENSE",M,60,168100
35407,"4330 (A)",BP,"PROPRIETOR PERMITS NONPHARMACIS",M,60,85420
31183,"4331 (A)",BP,"UNAUTHORIZED FURNISH DANGEROUS",M,36,85420
35364,"4332",BP,"FAIL TO MAINTAIN DANGEROUS DRUG/",M,36,84600
62048,"4336",FG,"POSSESS UNTAGGED DEER",M,60,168100
35365,"4336 (A)",BP,"DANGEROUS DRUG VIOLATION:USE MIN",F,15,31400
62107,"4341",FG,"DEER TAG NOT COUNTERSIGNED",M,60,168100
26279,"4384",BP,"SECURE PHARMACY REG BY FALSE REPR",M,25,171630
35312,"4387",BP,"MANAGE/ETC PHARMACY/DISPENSE PR",M,60,85420
31114,"4387.1",BP,"FURNISH DANGEROUS DEVICE/ETC BY U",M,60,85420
35026,"4390",BP,"FORGED PRESCRIPTION (AMENDED)",F,15,58800
35321,"4390 (A)",BP,"FORGE/ETC PRESCRIPTIONS (REPEALED)",F,15,58800
35327,"4390 (B)",BP,"SECURE DRUGS BY FORGED PRESCRIPTIO",F,15,58800
35228,"4390.1",BP,"POSSESS/COPY/ETC UNAUTHORIZED PR",M,36,84710
35027,"4390.5",BP,"FALSE REPRESENTATION AS DOCTOR/ET",M,36,91400
35028,"4392",BP,"SELL DRUG WITHOUT LICENSE (REPEALE",M,36,83300
55180,"4401",HS,"DUMP GARBAGE IN NAVIGABLE WATER",M,60,166900
55181,"4402",HS,"LOAD VESSEL/DUMP GARBAGE IN NAVIG",M,60,166900
20058,"4421",PR,"BURN LAND OF ANOTHER WITHOUT PER",M,60,167700
20037,"4422 (B)",PR,"PERSON ALLOW FIRE TO ESCAPE/SPREA",M,60,167700
55233,"4423",PR,"BURN W/O PERMIT",M,60,176450
20062,"4435",PR,"NEGLIGENCE OF MAINTENANCE/OPERA",M,60,167700
54208,"4454 (A)",VC,"FAIL TO HAVE REGISTRATION IN VEHICL",I,74,173300
54227,"4457",VC,"FAIL TO REPLACE LOST/DAMAGED/ETC",I,74,173300
26545,"4461 (A)",VC,"IMPROPER USE/LEND/ETC/REGISTRATIO",M,32,115205
26510,"4461 (B)",VC,"LOAN DISABLED PERSON PLACARD TO U",M,32,115205
26511,"4461 (C)",VC,"DISPLAY UNAUTHORIZED DISABLED PER",M,32,115205
54148,"4462 (A)",VC,"FAIL TO PROVIDE VEHICLE REGISTRATIO",I,74,173300
25063,"4462 (B)",VC,"DISPLAY ON VEH/PRESENT TO OFFICER:",I,74,173300
54419,"4462 (C)",VC,"UNLAWFUL POSSESSION OF VEHICLE RE",M,74,162050
25065,"4462.5",VC,"DISPLAY ON VEHICLE/PRESENT TO OFFIC",M,60,162200
25050,"4463",VC,"FORGE/ALTER VEHICLE REGISTRATION/E",F,9,43000
25052,"4463 (A)",VC,"FORGE/ALTER VEHICLE REGISTRATION/E",F,9,43000
25098,"4463 (A)(1)",VC,"FORGE/ALTER VEHICLE REGISTRATION/E",M,32,100400
25053,"4463 (A)(1)",VC,"FORGE/ALTER VEHICLE REGISTRATION/E",F,9,43000
25056,"4463 (A)(2)",VC,"UTTER/ETC FORGE/ETC VEHICLE REGIST",F,9,43000
25099,"4463 (A)(2)",VC,"UTTER/ETC FORGE/ETC VEHICLE REGIST",M,32,100400
25079,"4463 (B)(1)",VC,"FORGE/COUNTERFEIT/FALSIFY DISABLED",M,32,81700
26512,"4463 (B)(2)",VC,"PASS/ATTEMPT PASS FALSE/FORGED/ET",M,32,81700
26513,"4463 (B)(3)",VC,"POSSESS/SELL/SALE/ETC ANY DISABLED",M,32,81700
26514,"4463 (C)",VC,"DISPLAY/ETC FALSE DISABLED PERSON P",M,32,81700
25106,"4463 (E)(1)",VC,"FORGE/COUNTERFEITS A CLEAN AIR STI",I,32,173300
25107,"4463 (E)(2)",VC,"PASS/ATTEMPT TO PASS AS TRUE FALSE",I,32,173300
25108,"4463 (E)(3)",VC,"POSSESS/SELL COUNTERFEIT CLEAN AIR",I,32,173300
25080,"4463.5 (A)",VC,"MANUFACTURE/SELL FACSIMILE/DECOR",M,60,173900
54338,"4464",VC,"DISPLAY ALTERED LICENSE PLATES",I,74,173300
55050,"4476",HS,"DUMP OFFENSIVE MATTER (REPEALED)",M,60,130500
62087,"4500",FG,"TAKE MARINE MAMMAL VIOLATION",M,60,141600
13036,"4500",PC,"ASSAULT BY LIFE PRISONER",F,6,1400
13037,"4501",PC,"ASSAULT WITH DEADLY WEAPON BY PR",F,6,11400
13190,"4501.1 (A)",PC,"AGGRAVATED BATTERY:GASSING BY PR",F,6,15600
13038,"4501.5",PC,"BATTERY BY PRISONER",F,6,15600
52008,"4502",PC,"PRISONER POSSESS WEAPON (AMENDE",F,19,18000
52231,"4502 (A)",PC,"PRISONER POSSESS WEAPON",F,19,18000
52283,"4502 (B)",PC,"PRISONER MANUFACTURE SPECIFIC WE",F,19,32290
10009,"4503",PC,"CONFINED PERSON HOLDS HOSTAGE",F,7,8000
49010,"4530",PC,"ESCAPE:PRISON",F,22,32200
49011,"4530 (A)",PC,"PRISONER ESCAPE W/FORCE",F,22,13000
49012,"4530 (B)",PC,"PRISONER ESCAPE W/O FORCE",F,22,32200
49051,"4530 (C)",PC,"FAILURE TO RETURN TO CONFINEMENT",F,22,32500
49023,"4530 (C)",PC,"FAILURE TO RETURN TO CONFINEMENT",F,22,32400
49013,"4531",PC,"ESCAPE WHILE NOT IN PRISON (REPEALE",F,22,32300
49014,"4532",PC,"ESCAPE JAIL/DETENTION",F,22,14000
49015,"4532 (A)",PC,"ESCAPE JAIL/ETC WHILE CHARGED WITH",F,22,13900
49080,"4532 (A)",PC,"ESCAPE JAIL/ETC WHILE CHARGED WITH",F,22,78900
49098,"4532 (A)(1)",PC,"ESCAPE JAIL/ETC WHILE CHARGED/ETC W",M,63,94900
49083,"4532 (A)(1)",PC,"ESCAPE JAIL/ETC WHILE CHARGED/ETC W",F,22,78900
49084,"4532 (A)(2)",PC,"ESCAPE JAIL/ETC WHILE CHARGED/ETC W",F,22,13900
